ID,A_name_in_paper,A_category,relationship,B_name_in_paper,B_ensembl,B_category,mechanism,key_molecular ,key_molecular_category,detail mechanism,method,species,detial,pmid,article_title
LncReg_313,MALAT1,lncRNA,down,ROBO1,ENSG00000169855.18,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_314,MALAT1,lncRNA,up,GPC6,ENSG00000183098.9,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_315,MALAT1,lncRNA,up,LPHN2,ENSG00000117114.18,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_316,MALAT1,lncRNA,up,DRD1,ENSG00000184845.3,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_317,MALAT1,lncRNA,up,LAYN,ENSG00000204381.10,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_318,MALAT1,lncRNA,up,BMPER,ENSG00000164619.7,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_319,MALAT1,lncRNA,up,CXCL5,ENSG00000163735.6,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_32,CADM1-AS1,lncRNA,up,CADM1,ENSG00000182985.15,protein coding,,,,,qPCR,Homo sapiens,The results showed that CADM1-AS1 expression was positively associated with CADM1 mRNA expression in 786-O cells and ACHN cells.,25031695,Decreased expression of a novel lncRNA CADM1-AS1 is associated with poor prognosis in patients with clear cell renal cell carcinomas
LncReg_320,MALAT1,lncRNA,up,ADAMTS12,ENSG00000151388.9,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_321,MALAT1,lncRNA,up,CSF1,ENSG00000184371.12,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_322,MALAT1,lncRNA,up,CDCP1,ENSG00000163814.6,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_323,MALAT1,lncRNA,up,LPAR1,ENSG00000198121.12,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_324,MALAT1,lncRNA,up,COL6A1,ENSG00000142156.13,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_325,MALAT1,lncRNA,up,MCAM,ENSG00000076706.13,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_326,MALAT1,lncRNA,up,PRKCE,ENSG00000171132.12,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_327,MALAT1,lncRNA,up,STC1,ENSG00000159167.10,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_328,MALAT1,lncRNA,up,ABCA1,ENSG00000165029.14,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_329,MALAT1,lncRNA,up,NNMT,ENSG00000166741.6,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_33,UCA1,lncRNA,down,p21,ENSG00000124762.12,protein coding,transcriptional regulation,BRG1,,"BRG1 is a chromatin remodeling factor with reported tumor suppressor activities that directly upregulates levels of the p21 cell cycle inhibitor by binding sequences in the p21 promoter.Notably, UCA1 downregulation of p21 and induction of cell proliferation antagonized the function of BRG1.",qPCR;western blot,Homo sapiens,"Depletion of UCA1 by RNAi resulted in upregulated p21 levels and inhibition of cell replication, while overexpressed UCA1 reduced p21 protein and promoted cell growth. Notably, UCA1 downregulation of p21 and induction of cell proliferation antagonized the function of BRG1. ",24993775,Long non-coding RNA urothelial carcinoma associated 1 induces cell replication by inhibiting BRG1 in 5637 cells
LncReg_330,MALAT1,lncRNA,up,CPM,ENSG00000135678.10,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_331,MALAT1,lncRNA,up,LY6K,ENSG00000160886.12,protein coding,transcriptional regulation,,,,microarray;qPCR,Homo sapiens,We were able to validate the differential expression of all 23 of these metastasis-associated target genes via qRT-PCR.,23243023,The noncoding RNA MALAT1 is a critical regulator of the metastasis phenotype of lung cancer cells
LncReg_332,Airn,lncRNA,down,igf2r,ENSG00000197081.11,protein coding,transcriptional regulation,,,,microarry;ChIP-promoter-qPCR,Mus musculus ,"The results excluded a role for spliced and unsplicedAirnlncRNA products and for Airnnuclear size and location in silencingIgf2r. Instead, silencing only required Airntranscriptional overlap of theIgf2r promoter, which interferes with RNA polymerase II recruitment in the absence of repressive chromatin.",23239737,"Airn transcriptional overlap, but not its lncRNA products, induces imprinted Igf2r silencing"
LncReg_338,H19,lncRNA,down,Zeb1,ENSG00000148516.20,protein coding,post-transcriptional regulation,MIR200 family,miRNA,"The ectopic expression of the H19 upregulated miR-200 family, comprising miR-200a, miR-200b, miR-200c, miR-141 and miR-429, resulted in the downregulation of their target genes, ZEB1/2.",qPCR,Homo sapiens,"The ectopic expression of the H19 upregulated miR-200 family, comprising miR-200a, miR-200b, miR-200c, miR-141 and miR-429, resulted in the downregulation of their target genes, ZEB1/2.Conversely, knockdown of H19 suppressed the miR-200 family and upregulated ZEB1/2 .",23222811,Epigenetic activation of the MiR-200 family contributes to H19-mediated metastasis suppression in hepatocellular carcinoma
LncReg_339,H19,lncRNA,down,Zeb2,ENSG00000169554.15,protein coding,post-transcriptional regulation,MIR200 family,miRNA,"The ectopic expression of the H19 upregulated miR-200 family, comprising miR-200a, miR-200b, miR-200c, miR-141 and miR-429, resulted in the downregulation of their target genes, ZEB1/2.",qPCR,Homo sapiens,"The ectopic expression of the H19 upregulated miR-200 family, comprising miR-200a, miR-200b, miR-200c, miR-141 and miR-429, resulted in the downregulation of their target genes, ZEB1/2.Conversely, knockdown of H19 suppressed the miR-200 family and upregulated ZEB1/2 .",23222811,Epigenetic activation of the MiR-200 family contributes to H19-mediated metastasis suppression in hepatocellular carcinoma
LncReg_34,INXS,lncRNA,Active,CASP3,ENSG00000164305.16,protein coding,post-translational regulation,,,,fluorimetric determination of caspase activity,Homo sapiens,"Three apoptosis-inducing agents increased INXS lncRNA endogenous expression in the 786-O kidney tumor cell line,increased BCL-XS/BCL-XL mRNA ratio and activated caspases 3,7 and 9. These effects were abrogated in the presence of INXS knockdown. Similarly, ectopic INXS overexpression caused a shift in splicing toward BCL-XS and activation of caspases,thus leading to apoptosis.",24992962,Long non-coding RNA INXS is a critical mediator of BCL-XS induced apoptosis
LncReg_340,H19,lncRNA,up,E-cadherin,ENSG00000039068.17,protein coding,post-transcriptional regulation,MIR200 family,miRNA,H19 reverses EMT to suppress invasion by activating the miR-200 family in HCC. ,qPCR;western blot,Homo sapiens,The reduced expression of H19 also induced changes in the expression of the miR-200 family and the EMT markers and ZEB1/2 in the xenografts.,23222812,Epigenetic activation of the MiR-200 family contributes to H19-mediated metastasis suppression in hepatocellular carcinoma
LncReg_341,H19,lncRNA,down,N-cadherin,ENSG00000170558.7,protein coding,post-transcriptional regulation,MIR200 family,miRNA,H19 reverses EMT to suppress invasion by activating the miR-200 family in HCC. ,qPCR;western blot,Homo sapiens,The reduced expression of H19 also induced changes in the expression of the miR-200 family and the EMT markers and ZEB1/2 in the xenografts.,23222813,Epigenetic activation of the MiR-200 family contributes to H19-mediated metastasis suppression in hepatocellular carcinoma
LncReg_342,H19,lncRNA,down,snail,ENSG00000124216.3,protein coding,post-transcriptional regulation,MIR200 family,miRNA,H19 reverses EMT to suppress invasion by activating the miR-200 family in HCC. ,qPCR;western blot,Homo sapiens,The reduced expression of H19 also induced changes in the expression of the miR-200 family and the EMT markers and ZEB1/2 in the xenografts.,23222814,Epigenetic activation of the MiR-200 family contributes to H19-mediated metastasis suppression in hepatocellular carcinoma
LncReg_343,H19,lncRNA,down,twist,ENSG00000122691.11,protein coding,post-transcriptional regulation,MIR200 family,miRNA,H19 reverses EMT to suppress invasion by activating the miR-200 family in HCC. ,qPCR,Homo sapiens,The reduced expression of H19 also induced changes in the expression of the miR-200 family and the EMT markers and ZEB1/2 in the xenografts.,23222815,Epigenetic activation of the MiR-200 family contributes to H19-mediated metastasis suppression in hepatocellular carcinoma
LncReg_344,H19,lncRNA,up,Claudin1,ENSG00000163347.5,protein coding,post-transcriptional regulation,MIR200 family,miRNA,H19 reverses EMT to suppress invasion by activating the miR-200 family in HCC. ,qPCR,Homo sapiens,The reduced expression of H19 also induced changes in the expression of the miR-200 family and the EMT markers and ZEB1/2 in the xenografts.,23222816,Epigenetic activation of the MiR-200 family contributes to H19-mediated metastasis suppression in hepatocellular carcinoma
LncReg_345,H19,lncRNA,up,KRT19,ENSG00000171345.12,protein coding,post-transcriptional regulation,MIR200 family,miRNA,H19 reverses EMT to suppress invasion by activating the miR-200 family in HCC. ,qPCR,Homo sapiens,The reduced expression of H19 also induced changes in the expression of the miR-200 family and the EMT markers and ZEB1/2 in the xenografts.,23222817,Epigenetic activation of the MiR-200 family contributes to H19-mediated metastasis suppression in hepatocellular carcinoma
LncReg_346,H19,lncRNA,up,KRT8,ENSG00000170421.10,protein coding,post-transcriptional regulation,MIR200 family,miRNA,H19 reverses EMT to suppress invasion by activating the miR-200 family in HCC. ,qPCR,Homo sapiens,The reduced expression of H19 also induced changes in the expression of the miR-200 family and the EMT markers and ZEB1/2 in the xenografts.,23222818,Epigenetic activation of the MiR-200 family contributes to H19-mediated metastasis suppression in hepatocellular carcinoma
LncReg_347,H19,lncRNA,down,vimentin,ENSG00000026025.12,protein coding,post-transcriptional regulation,MIR200 family,miRNA,H19 reverses EMT to suppress invasion by activating the miR-200 family in HCC. ,qPCR,Homo sapiens,The reduced expression of H19 also induced changes in the expression of the miR-200 family and the EMT markers and ZEB1/2 in the xenografts.,23222819,Epigenetic activation of the MiR-200 family contributes to H19-mediated metastasis suppression in hepatocellular carcinoma
